name,calories,proteins,fat,carbohydrate,porsi saji,Kalium,Fosfor,Natrium,status HD,kategori klinis,cairan
Lempog durian,320.0,3.5,5.7,63.7,100g,412.9,17.5,2.7,Hindari,Tinggi Kalium,25.6
Lepok/Ubi rumput,181.0,2.8,1.2,39.8,100g,435.9,39.8,5.6,Hindari,Tinggi Kalium,54.7
Leunca buah,33.0,1.9,0.1,7.4,100g,98.0,18.5,1.2,Batasi,Rendah Kalium & Tinggi Cairan,89.1
Leupeut Ketan ,240.0,7.8,0.5,51.3,100g,96.5,59.2,15.4,Aman,Rendah Kalium,38.9
Leverwost (sosis hati),387.0,16.0,22.0,3.0,100g,92.3,236.0,580.9,Hindari,Rendah Kalium & Tinggi Fosfor & Tinggi Natrium,57.5
Lilin bungkus gedi,79.0,2.3,5.2,5.8,100g,57.5,41.0,8.0,Batasi,Rendah Kalium & Tinggi Cairan,85.2
Lobak,19.0,0.9,0.1,4.2,100g,34.1,41.8,5.7,Batasi,Rendah Kalium & Tinggi Cairan,93.3
Lokan segar,217.0,11.0,1.7,5.1,100g,86.3,82.4,14.7,Batasi,Rendah Kalium & Tinggi Cairan,80.7
Lontar segar,27.0,0.4,0.2,6.0,100g,46.4,34.2,14.9,Batasi,Rendah Kalium & Tinggi Cairan,91.9
Lopis ,163.3,2.8,2.2,33.0,100g,70.7,50.1,13.9,Aman,Rendah Kalium,60.5
Lumai/Leunca segar,38.0,1.1,0.3,7.6,100g,39.6,46.0,14.4,Batasi,Rendah Kalium & Tinggi Cairan,89.5
Lupis ketan,164.0,1.8,2.1,34.5,100g,57.0,41.1,11.8,Aman,Rendah Kalium,60.1
Madu,294.0,0.3,0.0,79.5,100g,76.8,39.0,17.7,Aman,Rendah Kalium,18.7
Maizena tepung,341.0,0.3,0.0,85.0,100g,88.7,25.9,14.5,Aman,Rendah Kalium,8.0
Makaroni,363.0,8.7,0.4,78.7,100g,117.6,77.2,16.4,Aman,Normal / Seimbang,10.7
Mangga benggala segar,63.0,2.4,0.4,12.4,100g,373.8,21.1,2.2,Hindari,Tinggi Kalium & Tinggi Cairan,83.3
Mangga Gedong,44.0,0.7,0.2,11.2,100g,358.0,14.2,2.0,Hindari,Tinggi Kalium & Tinggi Cairan,86.4
Mangga Golek,63.0,0.5,0.2,16.7,100g,343.1,17.9,1.3,Hindari,Tinggi Kalium & Tinggi Cairan,81.1
Mangga Harum Manis,46.0,0.4,0.2,11.9,100g,366.1,14.5,1.0,Hindari,Tinggi Kalium & Tinggi Cairan,86.0
Mangga Indramayu,72.0,0.8,0.2,18.7,100g,356.1,7.7,2.5,Hindari,Tinggi Kalium,78.8
Mangga Kopek,56.0,0.4,0.2,14.6,100g,359.3,11.2,2.1,Hindari,Tinggi Kalium & Tinggi Cairan,83.3
Mangga kwini segar,86.0,0.7,0.5,19.8,100g,381.1,12.2,1.2,Hindari,Tinggi Kalium,77.5
Mangga manalagi segar,133.0,1.0,0.1,32.1,100g,387.5,20.4,2.0,Hindari,Tinggi Kalium,65.3
Mangga Muda,59.0,0.5,0.4,15.1,100g,361.8,17.3,1.4,Hindari,Tinggi Kalium & Tinggi Cairan,82.5
Mangga segar,52.0,0.7,0.0,12.3,100g,336.3,17.4,3.3,Hindari,Tinggi Kalium & Tinggi Cairan,85.5
Manggis,63.0,0.6,0.6,15.6,100g,57.8,30.7,19.9,Batasi,Rendah Kalium & Tinggi Cairan,81.7
Margarin,720.0,0.6,81.0,0.4,100g,176.8,162.2,633.6,Hindari,Tinggi Natrium,16.5
Markisa segar,144.0,3.5,1.2,29.8,100g,81.6,57.6,13.7,Aman,Rendah Kalium,64.0
Markisa squash,217.0,2.5,1.0,49.6,100g,77.3,46.6,14.2,Aman,Rendah Kalium,45.4
Markisa squash BD,104.0,1.2,0.5,23.7,100g,38.4,38.0,13.0,Aman,Rendah Kalium,73.1
Martabak  manis,265.3,4.7,5.5,49.3,100g,72.0,208.6,871.8,Hindari,Rendah Kalium & Tinggi Fosfor & Tinggi Natrium,39.0
Martabak india,153.0,4.5,4.2,24.3,100g,66.7,168.9,607.5,Hindari,Rendah Kalium & Tinggi Natrium,65.5
Martabak mesir,278.0,5.1,8.6,45.0,200g,74.8,138.8,740.0,Hindari,Rendah Kalium & Tinggi Natrium,39.8
Martabak Telur ,200.0,8.9,5.1,29.5,100g,326.9,318.3,815.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,55.0
Masekat,369.0,2.1,7.0,74.1,100g,85.6,40.3,11.2,Aman,Rendah Kalium,15.3
Matoa segar,90.0,1.2,0.1,21.1,100g,56.0,34.4,11.3,Batasi,Rendah Kalium,76.1
Melase,276.0,0.0,0.1,71.0,100g,61.0,31.1,10.9,Aman,Rendah Kalium,27.4
Melinjo,66.0,5.0,0.7,13.3,100g,65.8,55.6,11.8,Batasi,Rendah Kalium,79.5
Melon segar,37.0,0.6,0.4,7.8,100g,109.3,16.1,1.5,Batasi,Tinggi Cairan,89.7
Menjangan daging dendeng mentah,322.0,55.8,2.0,22.7,30g,542.8,646.7,668.9,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,18.0
Mentega,725.0,0.5,81.6,1.4,100g,164.6,159.2,632.5,Hindari,Tinggi Natrium,15.0
Menteng,65.0,1.7,0.2,16.1,100g,62.2,38.2,10.3,Batasi,Rendah Kalium & Tinggi Cairan,80.5
Merica,359.0,11.5,6.8,64.4,100g,103.6,86.5,8.6,Aman,Normal / Seimbang,15.8
Mi basah,88.0,0.6,3.3,14.0,100g,57.3,23.4,10.6,Batasi,Rendah Kalium & Tinggi Cairan,80.6
Mi golosor,71.0,0.2,0.8,15.9,100g,54.5,37.4,22.8,Batasi,Rendah Kalium & Tinggi Cairan,81.6
Mi kering,339.0,10.0,1.7,6.3,100g,85.3,72.0,11.6,Aman,Rendah Kalium,8.0
Mie aceh rebus,113.0,3.0,3.2,18.1,150g,130.4,134.4,766.2,Hindari,Tinggi Natrium,74.2
Mie ayam,102.0,6.2,3.9,10.5,150g,291.8,344.7,690.4,Hindari,Tinggi Fosfor & Tinggi Natrium,77.9
Mie bakso,114.0,5.3,3.0,16.4,150g,76.6,124.5,710.7,Hindari,Rendah Kalium & Tinggi Natrium,73.8
Mie basah,86.0,0.6,3.3,14.0,150g,50.5,153.2,493.2,Hindari,Rendah Kalium & Tinggi Natrium & Tinggi Cairan,80.6
Mie Bendo,353.0,0.3,0.0,88.0,150g,94.9,147.2,775.9,Hindari,Rendah Kalium & Tinggi Natrium,10.2
Mie celon,102.0,3.0,2.1,17.8,150g,49.0,145.0,635.4,Hindari,Rendah Kalium & Tinggi Natrium,75.6
Mie Goreng ,468.0,7.6,20.4,62.4,150g,94.2,190.5,934.8,Hindari,Rendah Kalium & Tinggi Natrium,8.0
Mie kering,337.0,7.9,11.8,50.0,150g,95.0,173.8,527.8,Hindari,Rendah Kalium & Tinggi Natrium,8.0
Mie pangsit basah,105.0,5.9,4.9,9.4,150g,60.6,153.4,585.7,Hindari,Rendah Kalium & Tinggi Natrium,78.3
Mie Sagu,190.0,0.2,0.4,46.5,150g,59.9,183.0,684.0,Hindari,Rendah Kalium & Tinggi Natrium,51.4
Minyak Hati Hiu (Eulamia),902.0,0.0,100.0,0.0,100g,40.9,29.3,11.1,Aman,Rendah Kalium,0.0
Minyak Ikan,902.0,0.0,100.0,0.0,100g,283.6,152.3,60.8,Batasi,Normal / Seimbang,0.0
Minyak Kacang Tanah,902.0,0.0,100.0,0.0,100g,432.1,203.5,17.7,Hindari,Tinggi Kalium & Tinggi Fosfor,0.0
Minyak kedelai,883.0,0.0,99.9,0.0,100g,430.2,215.4,11.6,Hindari,Tinggi Kalium & Tinggi Fosfor,0.0
Minyak Kelapa,870.0,1.0,98.0,0.0,100g,316.7,16.1,3.0,Hindari,Tinggi Kalium,0.0
Minyak Kelapa Sawit,902.0,0.0,100.0,0.0,100g,122.4,26.8,3.8,Aman,Normal / Seimbang,0.0
Minyak Wijen,902.0,0.0,100.0,0.0,100g,405.4,219.5,11.4,Hindari,Tinggi Kalium & Tinggi Fosfor,0.0
Minyak Zaitun,884.0,0.0,100.0,0.0,100g,37.5,29.7,13.2,Aman,Rendah Kalium,0.0
Misoa,345.0,8.5,2.2,78.0,100g,104.5,55.3,3.5,Aman,Normal / Seimbang,9.8
Misro ,218.0,0.8,16.0,50.2,100g,63.0,42.3,1.0,Aman,Rendah Kalium,31.5
Moon tahu,128.0,8.0,10.0,1.3,100g,487.5,276.1,20.6,Hindari,Tinggi Kalium & Tinggi Fosfor,79.2
Mostarda metan -sawi,33.0,2.3,0.5,4.7,100g,131.0,36.9,8.3,Batasi,Tinggi Cairan,91.0
Mujahir acar kuning masakan,330.0,17.8,23.4,12.1,100g,315.3,292.7,66.7,Hindari,Tinggi Kalium & Tinggi Fosfor,45.2
Naan maran sapi masakan,478.0,38.3,33.9,5.1,100g,480.8,484.4,48.3,Hindari,Tinggi Kalium & Tinggi Fosfor,21.2
Nanas,52.0,0.4,0.2,13.7,100g,123.4,12.1,2.2,Batasi,Tinggi Cairan,84.2
Nanas palembang segar,58.0,0.7,0.2,13.3,100g,108.9,12.5,1.5,Batasi,Tinggi Cairan,84.3
Nangka biji,165.0,4.2,0.1,36.7,100g,375.3,17.9,2.6,Hindari,Tinggi Kalium,57.5
Nangka masak di pohon,106.0,1.2,0.3,27.6,100g,354.1,11.6,1.6,Hindari,Tinggi Kalium,69.4
Nangka Muda,51.0,2.0,0.4,11.3,100g,361.3,15.4,2.3,Hindari,Tinggi Kalium & Tinggi Cairan,84.8
Nasi,180.0,3.0,0.3,39.8,150g,65.6,54.6,14.7,Aman,Rendah Kalium,55.4
Nasi beras merah,149.0,2.8,0.4,32.5,150g,82.6,46.2,14.7,Aman,Rendah Kalium,62.8
Nasi gemuk,192.0,3.8,8.8,24.4,150g,68.8,62.5,9.1,Aman,Rendah Kalium,61.5
Nasi Goreng ,276.0,3.2,3.2,30.2,150g,74.2,47.8,11.7,Aman,Rendah Kalium,8.0
Nasi gurih,190.0,4.7,7.5,26.0,150g,72.6,58.2,11.5,Aman,Rendah Kalium,60.3
Nasi jagung,357.0,8.8,0.5,79.5,150g,109.3,87.2,15.9,Aman,Normal / Seimbang,9.7
Nasi minyak,207.0,3.5,5.0,37.1,150g,79.0,47.1,8.4,Aman,Rendah Kalium,52.9
Nasi rames,155.0,10.3,4.2,19.1,150g,96.3,88.4,17.9,Aman,Rendah Kalium,64.9
Nasi tim,120.0,2.4,0.4,26.0,150g,59.0,44.0,5.4,Aman,Rendah Kalium,69.7
Nasi Uduk ,253.3,4.3,21.0,11.7,150g,61.6,62.3,10.1,Aman,Rendah Kalium,61.5
Nasu likku masakan,196.0,14.5,8.3,15.9,100g,107.2,98.7,13.3,Aman,Normal / Seimbang,59.8
Noga Kacang Tanah ,600.0,14.0,41.7,42.0,100g,531.3,333.3,3.0,Hindari,Tinggi Kalium & Tinggi Fosfor,0.8
Nopia spesial,387.0,5.3,7.6,74.3,200g,91.8,45.8,16.8,Aman,Rendah Kalium,11.3
Olah-olah,9.0,2.1,6.0,7.1,100g,61.4,48.2,18.1,Batasi,Rendah Kalium & Tinggi Cairan,83.3
Oncom,187.0,13.0,6.0,22.6,100g,526.3,350.2,18.7,Hindari,Tinggi Kalium & Tinggi Fosfor,56.9
Oncom ampas kacang hijau,376.0,14.9,6.0,65.7,100g,563.1,356.2,10.6,Hindari,Tinggi Kalium & Tinggi Fosfor,11.9
Oncom Goreng ,363.3,19.3,19.3,40.3,100g,592.4,365.3,12.9,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Oncom Hitam Goreng ,284.0,12.0,14.4,13.6,100g,513.6,334.3,14.0,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Oncom Hitam Goreng bertepung ,306.7,9.0,18.0,27.0,100g,518.8,283.4,7.7,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Oncom kacang hijau + singkong,351.0,11.0,5.3,65.9,100g,536.8,279.3,14.7,Hindari,Tinggi Kalium & Tinggi Fosfor,16.3
Oncom Kacang Tanah pepes,132.0,12.7,3.8,13.7,200g,512.8,351.4,18.6,Hindari,Tinggi Kalium & Tinggi Fosfor,68.3
Oncom Kedele,187.0,13.0,6.0,22.6,100g,552.6,343.0,11.6,Hindari,Tinggi Kalium & Tinggi Fosfor,56.9
Oncom Merah Goreng ,368.0,6.8,32.0,13.2,100g,501.6,277.4,16.1,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Oncom Merah Goreng bertepung ,320.0,7.3,18.7,31.0,100g,524.8,289.4,16.2,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Oncom Merah Sayur (tumis) ,40.0,2.0,2.0,3.0,100g,398.6,221.6,14.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,91.5
Oncom pepes,76.0,5.2,1.8,10.6,200g,474.3,244.6,24.6,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.9
Onde-onde ,288.6,8.3,8.9,44.3,100g,103.9,77.2,12.3,Aman,Normal / Seimbang,37.0
Ongol-ongol ,115.0,1.5,6.0,14.0,100g,54.2,34.1,12.3,Batasi,Rendah Kalium,77.0
Ongol-ongol sagu,111.0,0.3,2.7,21.2,100g,56.6,26.4,13.3,Aman,Rendah Kalium,74.3
Opak Singkong ,940.0,36.0,42.0,104.0,100g,543.3,179.4,6.3,Hindari,Tinggi Kalium,0.0
Oramu ninahu ndawa olaho masakan,117.0,13.7,5.0,4.3,100g,91.4,111.8,14.2,Batasi,Rendah Kalium,75.5
Otak,125.0,10.4,8.6,0.8,100g,71.0,85.7,5.8,Batasi,Rendah Kalium,78.7
Oyek,351.0,0.9,0.9,84.9,100g,90.8,35.3,11.6,Aman,Rendah Kalium,11.8
Oyek (dari singkong),342.0,2.3,0.1,83.1,100g,542.7,30.2,5.2,Hindari,Tinggi Kalium,13.0
Paku hinela wulelenggapaya,77.0,3.5,4.6,5.4,100g,54.7,59.1,5.9,Batasi,Rendah Kalium & Tinggi Cairan,85.0
Pala biji,494.0,7.5,36.4,40.1,100g,64.6,65.1,14.2,Aman,Rendah Kalium,14.5
Pala daging,42.0,0.3,0.2,10.9,100g,285.7,146.7,61.7,Batasi,Tinggi Cairan,87.1
Paniki masak santan masakan,460.0,28.5,35.2,7.2,100g,156.9,148.3,10.4,Batasi,Normal / Seimbang,27.6
Papais ,133.8,3.0,1.6,27.0,100g,67.8,52.1,10.0,Aman,Rendah Kalium,66.9
Papeda,61.0,0.2,0.1,14.9,100g,51.9,16.0,9.4,Batasi,Rendah Kalium & Tinggi Cairan,83.3
Parede baleh masakan,87.0,10.5,2.5,5.5,100g,87.6,74.4,12.2,Batasi,Rendah Kalium,80.0
Paria (Pare),29.0,1.1,0.3,6.6,100g,55.1,37.2,12.7,Batasi,Rendah Kalium & Tinggi Cairan,90.5
Paria Putih kukus,16.0,0.8,0.2,3.4,100g,122.5,27.8,9.2,Batasi,Tinggi Cairan,94.1
Paria putih segar,19.0,1.0,0.4,3.6,100g,51.2,34.8,12.9,Batasi,Rendah Kalium & Tinggi Cairan,93.5
Pastel,307.0,4.5,13.3,42.4,100g,83.4,38.9,16.6,Aman,Rendah Kalium,38.3
Pati Singkong (tapioka),362.0,0.5,0.3,86.9,100g,508.0,29.0,10.4,Hindari,Tinggi Kalium,10.8
Pe-Cay,23.0,1.8,0.3,4.5,100g,42.1,37.4,10.8,Batasi,Rendah Kalium & Tinggi Cairan,91.9
Peda Ikan Banjar,156.0,28.0,4.0,0.0,100g,398.3,380.8,58.1,Hindari,Tinggi Kalium & Tinggi Fosfor,66.5
Pelecing kangkung,75.0,2.5,2.8,10.0,100g,135.3,37.1,5.6,Batasi,Tinggi Cairan,83.2
Pelepah manuk masakan,219.0,19.7,13.6,4.4,100g,112.5,126.2,10.7,Batasi,Normal / Seimbang,60.8
Pempek adaan,162.0,4.9,3.0,27.8,100g,72.5,52.8,5.9,Aman,Rendah Kalium,62.8
Pempek belida,156.0,4.2,1.4,31.6,100g,74.9,67.9,12.1,Aman,Rendah Kalium,61.3
Pempek kapal selam,152.0,4.5,2.3,28.2,100g,73.8,60.8,6.9,Aman,Rendah Kalium,63.5
Pempek kelesan,211.0,12.3,6.1,26.6,200g,112.3,92.0,18.5,Aman,Normal / Seimbang,53.5
Pempek kulit,243.0,5.2,7.3,39.1,100g,73.0,72.9,15.1,Aman,Rendah Kalium,46.9
Pempek tenggiri,173.0,7.2,1.2,33.4,100g,88.0,69.3,11.0,Aman,Rendah Kalium,56.7
Pencok lele masakan,372.0,7.8,36.3,3.5,100g,83.3,71.2,4.1,Aman,Rendah Kalium,50.9
Penyu serapah masakan,174.0,13.1,12.2,2.2,100g,309.7,246.0,67.5,Hindari,Tinggi Kalium & Tinggi Fosfor,71.0
Pepare ular segar,19.0,0.6,0.1,3.9,100g,48.2,47.5,4.2,Batasi,Rendah Kalium & Tinggi Cairan,93.9
Pepaya lodeh,275.0,11.6,11.6,30.2,100g,122.3,35.5,2.6,Aman,Normal / Seimbang,45.1
Pepaya Muda,26.0,2.1,0.1,4.9,100g,102.7,18.5,1.3,Batasi,Tinggi Cairan,91.4
Pepaya segar,46.0,0.5,12.0,12.2,100g,118.8,16.4,2.5,Aman,Normal / Seimbang,73.8
Pepea oncom ampas tahu,76.0,5.2,1.8,10.6,100g,468.8,270.3,12.2,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.9
Permen ,400.0,0.0,0.0,95.0,100g,89.8,48.2,16.3,Aman,Rendah Kalium,3.5
Pete Segar,142.0,10.4,2.0,22.0,100g,84.4,84.7,6.8,Aman,Rendah Kalium,64.1
Peterseli,50.0,3.7,1.0,9.0,100g,66.1,55.3,4.5,Batasi,Rendah Kalium & Tinggi Cairan,84.8
Petis Ikan,161.0,20.0,0.2,24.0,100g,346.8,416.3,567.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,54.3
Petis Udang,220.0,15.0,0.1,40.0,100g,347.5,411.6,834.8,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,43.4
Petis udang kering,345.0,23.8,1.4,59.3,100g,381.2,427.7,676.0,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,8.0
Petis udang pasta,220.0,15.0,0.9,38.0,100g,357.3,339.3,734.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,44.6
Pilus ,514.0,1.0,27.8,647.0,30g,306.6,150.2,834.5,Hindari,Tinggi Kalium & Tinggi Natrium,0.0
Pinda masakan,107.0,15.9,0.6,0.4,100g,104.4,114.2,7.9,Batasi,Tinggi Cairan,81.6
Pindang Ikan Banjar,157.0,28.0,4.2,0.0,100g,423.5,464.3,466.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,66.3
Pindang Ikan Benggol,170.0,31.0,4.2,0.0,100g,418.4,479.9,633.8,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,63.3
Pindang Ikan Layang,153.0,30.0,2.8,0.0,100g,422.8,401.6,677.4,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,65.7
Pindang Ikan Selar Kecil,142.0,27.0,3.0,0.0,100g,401.0,452.8,553.5,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,68.5
Pindang kenari masakan,124.0,9.5,9.6,0.0,100g,88.9,178.8,714.3,Hindari,Rendah Kalium & Tinggi Natrium,79.4
Pisang Ambon,99.0,1.2,0.2,25.8,100g,348.0,11.5,1.0,Hindari,Tinggi Kalium,71.3
Pisang angleng (pisang ampyang) segar,68.0,1.3,0.2,17.2,100g,343.1,15.7,1.9,Hindari,Tinggi Kalium,79.8
Pisang ayam segar,120.0,1.1,0.2,26.8,100g,257.7,146.9,69.9,Batasi,Normal / Seimbang,70.4
Pisang gapi segar ,127.0,2.1,0.3,31.1,100g,344.5,19.6,1.2,Hindari,Tinggi Kalium,65.0
Pisang Goreng ,220.0,2.3,2.3,6.3,100g,325.6,13.3,1.6,Hindari,Tinggi Kalium,8.0
Pisang goroho segar,115.0,1.9,0.2,27.9,100g,375.3,18.3,2.8,Hindari,Tinggi Kalium,68.5
Pisang hijau segar,117.0,2.0,0.3,28.9,100g,369.6,13.7,1.7,Hindari,Tinggi Kalium,67.3
Pisang kayu segar,100.0,1.4,0.5,23.6,100g,344.3,19.5,1.0,Hindari,Tinggi Kalium,73.0
Pisang kepok segar,109.0,0.8,0.5,26.3,100g,372.3,16.7,3.5,Hindari,Tinggi Kalium,70.9
Pisang ketip segar,145.0,1.1,0.3,34.5,100g,361.8,16.9,3.8,Hindari,Tinggi Kalium,62.6
Pisang kidang segar,96.0,1.0,0.2,22.5,100g,345.5,9.9,1.0,Hindari,Tinggi Kalium,74.8
Pisang Lampung,99.0,1.3,0.2,25.6,100g,368.9,9.6,1.7,Hindari,Tinggi Kalium,71.4
Pisang Mas,127.0,1.4,0.2,33.6,100g,373.5,16.1,2.3,Hindari,Tinggi Kalium,63.3
Pisang mas bali,127.0,1.4,0.2,31.8,100g,368.3,19.3,1.2,Hindari,Tinggi Kalium,65.1
Pisang Oli,134.0,1.1,0.5,35.5,100g,358.9,12.4,2.7,Hindari,Tinggi Kalium,61.4
Pisang Raja,120.0,1.2,0.2,31.8,100g,378.5,16.4,2.9,Hindari,Tinggi Kalium,65.3
Pisang Raja Sere (Susu),118.0,1.2,0.2,31.1,200g,171.9,199.4,259.1,Batasi,Normal / Seimbang,66.0
Pisang rotan segar,98.0,1.3,1.2,20.5,100g,363.6,20.6,1.0,Hindari,Tinggi Kalium,75.5
Pisang Siam goreng,625.0,1.0,0.0,8.1,100g,331.0,12.3,2.6,Hindari,Tinggi Kalium,8.0
Pisang talas segar,113.0,1.2,0.2,26.7,100g,381.8,33.4,10.7,Hindari,Tinggi Kalium,70.4
Prey (bawang daun),45.0,2.2,0.3,10.3,100g,150.7,36.0,6.0,Batasi,Tinggi Cairan,85.7
Pucuk lumai/daun leunca segar,33.0,4.5,0.4,2.8,100g,123.2,50.2,9.6,Batasi,Tinggi Cairan,90.8
Pulut,216.0,2.6,3.1,44.4,100g,71.5,43.4,3.9,Aman,Rendah Kalium,48.4
Punai daging goreng,224.0,26.2,11.3,4.4,100g,382.7,369.4,54.8,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Pundut nasi,104.0,1.9,4.1,15.1,150g,59.2,51.6,7.0,Batasi,Rendah Kalium,77.4
Purundawa,25.0,1.5,0.5,3.6,100g,53.2,49.3,12.0,Batasi,Rendah Kalium & Tinggi Cairan,92.9
Purut segar,76.0,4.1,1.1,15.2,100g,88.4,40.1,16.2,Batasi,Rendah Kalium,78.1
Putri malu segar,76.0,3.6,0.3,14.6,100g,62.1,57.4,13.8,Batasi,Rendah Kalium,80.0
Putri selat,163.0,2.2,6.5,23.8,100g,56.4,46.7,4.6,Aman,Rendah Kalium,66.0
Putu Mayang ,200.0,1.0,2.4,43.8,100g,70.8,41.9,14.6,Aman,Rendah Kalium,51.3
Ragi,136.0,43.0,2.4,3.0,100g,205.2,231.4,12.6,Hindari,Tinggi Fosfor,50.1
Rajungan segar,76.0,12.1,2.0,2.4,100g,81.3,83.8,16.7,Batasi,Rendah Kalium & Tinggi Cairan,82.0
Rambutan,69.0,0.9,0.1,18.1,100g,66.9,37.1,12.2,Batasi,Rendah Kalium,79.4
Rambutan Aceh,11.0,0.0,0.0,2.7,100g,38.8,44.4,14.7,Batasi,Rendah Kalium & Tinggi Cairan,95.8
Rambutan binjai segar,76.0,0.5,0.2,18.0,100g,69.5,30.2,10.5,Batasi,Rendah Kalium,79.8
Rambutan sinyonya,4.0,0.0,0.0,0.9,100g,47.2,40.2,11.1,Batasi,Rendah Kalium & Tinggi Cairan,97.6
Rarawuan ,295.0,7.3,8.5,47.5,100g,82.6,74.9,14.9,Aman,Rendah Kalium,35.2
Rasbi (Beras Ubi),394.0,2.2,8.8,76.6,100g,475.0,40.3,10.3,Hindari,Tinggi Kalium,10.9
Rasi (Beras Singkong),350.0,0.9,0.4,85.7,100g,517.6,29.4,9.1,Hindari,Tinggi Kalium,11.5
Rawon masakan,60.0,5.4,2.5,4.0,100g,58.6,59.5,3.4,Batasi,Rendah Kalium & Tinggi Cairan,86.6
Rebon (udang kecil segar),81.0,16.2,1.2,0.7,100g,366.6,252.8,77.0,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.4
Rebon kering,299.0,29.4,3.6,3.2,100g,415.1,368.0,60.0,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Rebon udang kecil segar,81.0,16.2,1.2,0.7,100g,343.3,288.5,45.1,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.4
Rebung,27.0,0.6,0.3,5.2,100g,59.4,40.4,7.2,Batasi,Rendah Kalium & Tinggi Cairan,92.4
Rebung laut mentah,320.0,7.2,4.2,63.3,100g,86.9,80.8,8.2,Aman,Rendah Kalium,23.8
Rempeyek kacang tolo,451.0,11.2,20.2,59.7,100g,503.2,326.7,16.4,Hindari,Tinggi Kalium & Tinggi Fosfor,7.4
Rempeyek kacang uci,497.0,17.0,27.6,50.8,100g,566.6,359.2,10.9,Hindari,Tinggi Kalium & Tinggi Fosfor,3.1
Rendang sapi masakan,193.0,22.6,7.9,7.8,100g,406.3,332.2,69.3,Hindari,Tinggi Kalium & Tinggi Fosfor,60.2
Renggi goreng,471.0,4.7,21.8,64.1,100g,90.0,70.2,12.0,Aman,Rendah Kalium,7.9
Rimbang segar,75.0,1.6,0.6,15.8,100g,47.5,45.8,20.3,Batasi,Rendah Kalium & Tinggi Cairan,80.5
Risoles ,335.0,5.3,3.5,70.5,200g,83.6,56.0,13.7,Aman,Rendah Kalium,19.2
Roti boong,341.0,5.5,16.2,43.3,100g,81.1,51.9,16.5,Aman,Rendah Kalium,33.5
Roti Gambang ,350.0,7.5,2.0,75.5,100g,120.0,70.3,8.4,Aman,Normal / Seimbang,13.5
Roti Putih,248.0,8.0,1.2,50.0,100g,80.6,73.1,16.4,Aman,Rendah Kalium,39.3
Roti warna sawo matang,249.0,7.9,1.5,49.7,100g,96.3,70.5,9.6,Aman,Rendah Kalium,39.4
Rujak cingur,153.0,11.3,8.4,8.0,100g,79.0,92.5,15.7,Aman,Rendah Kalium,70.8
Rumput laut,41.0,1.4,0.3,8.1,100g,40.8,54.0,14.3,Batasi,Rendah Kalium & Tinggi Cairan,88.7
Rusa daging dendeng mentah,536.0,40.5,41.5,0.0,30g,510.7,560.2,686.2,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,16.5
Rusip,110.0,11.5,2.0,11.7,100g,104.3,92.4,11.0,Aman,Normal / Seimbang,73.3
RW anjing masakan,198.0,24.6,10.7,0.9,100g,123.2,155.5,8.1,Batasi,Normal / Seimbang,62.3
Saga biji tanpa kulit,449.0,30.6,25.5,31.9,100g,177.9,170.4,18.4,Batasi,Normal / Seimbang,10.5
Sagu Ambon ,338.0,0.6,0.3,83.1,100g,85.8,36.6,9.9,Aman,Rendah Kalium,14.5
Sagu aren kering,355.0,0.6,1.1,85.6,100g,78.6,41.1,12.3,Aman,Rendah Kalium,8.0
Sagu aren segar,231.0,0.6,0.2,56.6,100g,65.0,36.4,12.3,Aman,Rendah Kalium,41.1
Sagu forno,291.0,0.5,4.0,63.4,100g,55.1,40.9,8.1,Aman,Rendah Kalium,30.6
Sagu kasbi segar,230.0,0.6,0.2,56.5,100g,60.5,24.2,4.8,Aman,Rendah Kalium,41.2
Sagu Lemak (Kue Sagon),452.0,2.8,14.8,76.8,30g,74.7,41.9,19.8,Aman,Rendah Kalium,4.1
